"","Period","Commodity","Province","Country","State","Value....","Quantity","Unit.of.measure","Kilograms","Seeded.Area","Nitrogen.Applied"
"3929","2021-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Quebec","The world","N/A",466,568,"Weight in kilograms",568,NA,NA
"4051","2021-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Quebec","The world","N/A",4707546,6385873,"Weight in kilograms",6385873,NA,NA
"4052","2021-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, w/n broken, o/t for sowing","Quebec","The world","N/A",272,459,"Weight in kilograms",459,NA,NA
"4090","2021-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Quebec","The world","N/A",38667,57484,"Weight in kilograms",57484,NA,NA
"3978","2018-01-01","1205.10.20 - Rape/colza seeds,low erucic acid, for oil extraction, w/n broken","Quebec","The world","N/A",8649108,15336149,"Weight in kilograms",15336149,NA,NA
"4010","2018-01-01","1205.10.90 - Rape or colza seeds, low erucic acid, whether or not broken, nes","Quebec","The world","N/A",52307,98722,"Weight in kilograms",98722,NA,NA
"4014","2018-01-01","1205.90.90 - Rape or colza seeds, o/t low erucic acid, w/n broken, o/t for sowing","Quebec","The world","N/A",6394,14973,"Weight in kilograms",14973,NA,NA
"4015","2018-01-01","1205.90.10 - Rape or colza seeds, o/t low erucic acid, w/n broken, for sowing","Quebec","The world","N/A",8,1,"Weight in kilograms",1,NA,NA
"4223","1988-01-01","1205.00.90 - Rape or colza seeds, nes, whether or not broken (Terminated 2001-12)","Quebec","The world","N/A",17466,79080,"Weight in kilograms",79080,NA,NA
"1206","2013-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",46492,18372,"Weight in kilograms",18372,NA,NA
"1245","2019-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",83750,23574,"Weight in kilograms",23574,NA,NA
"1320","2011-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",12569,3106,"Weight in kilograms",3106,NA,NA
"1321","2015-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",173672,148479,"Weight in kilograms",148479,NA,NA
"1322","2020-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",721378,236578,"Weight in kilograms",236578,NA,NA
"1323","2021-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",706791,170828,"Weight in kilograms",170828,NA,NA
"1355","2014-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",101788,63980,"Weight in kilograms",63980,NA,NA
"1404","2017-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",526899,283399,"Weight in kilograms",283399,NA,NA
"1447","2018-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",118529,37581,"Weight in kilograms",37581,NA,NA
"1489","2012-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",184663,26552,"Weight in kilograms",26552,NA,NA
"1490","2016-01-01","1207.99.90 - Oil seeds and oleaginous fruits, o/t hemp seeds, nes, whether or not broken","Quebec","The world","N/A",266763,19280,"Weight in kilograms",19280,NA,NA
"1535","2005-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",75946,12213,"Weight in kilograms",12213,NA,NA
"1590","1988-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",37048,139388,"Weight in kilograms",139388,NA,NA
"1591","2010-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",8141,2007,"Weight in kilograms",2007,NA,NA
"1661","2006-01-01","1207.99.90 - Oil seeds and oleaginous fruits, excluding hemp seeds, nes,whether or not broken","Quebec","The world","N/A",2281,1050,"Weight in kilograms",1050,NA,NA
"1662","2008-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",1820,9082,"Weight in kilograms",9082,NA,NA
"1663","1989-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",46315,23787,"Weight in kilograms",23787,NA,NA
"1664","1991-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",1614,21773,"Weight in kilograms",21773,NA,NA
"1665","1997-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",1979,1121,"Weight in kilograms",1121,NA,NA
"1666","1998-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",15119,2423,"Weight in kilograms",2423,NA,NA
"1728","2004-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",82666,44522,"Weight in kilograms",44522,NA,NA
"1849","2007-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",68935,18515,"Weight in kilograms",18515,NA,NA
"1850","1995-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",22496,19288,"Weight in kilograms",19288,NA,NA
"1887","2009-01-01","1207.99.90 - Oil seeds & oleaginous frts, excl hemp seeds and safflower seeds, w/o broken","Quebec","The world","N/A",73926,6104,"Weight in kilograms",6104,NA,NA
"1889","2003-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",118399,102525,"Weight in kilograms",102525,NA,NA
"1952","1992-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",37059,36777,"Weight in kilograms",36777,NA,NA
"1953","2000-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",77294,10304,"Weight in kilograms",10304,NA,NA
"1954","2002-01-01","1207.99.00 - Oil seeds and oleaginous fruits, nes, whether or not broken (Terminated 2005-12)","Quebec","The world","N/A",9509,17289,"Weight in kilograms",17289,NA,NA
"744","2014-01-01","1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)","Quebec","The world","N/A",25803953,79865603,"Weight in kilograms",79865603,32152.7137618871,3376034.94499815
"745","2015-01-01","1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)","Quebec","The world","N/A",26395378,85309886,"Weight in kilograms",85309886,34344.5017953126,3606172.68850782
"759","2018-01-01","1004.90.90 - Oat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",21955480,78050940,"Weight in kilograms",78050940,31422.1572040998,3299326.50643048
"776","2017-01-01","1004.90.90 - Oat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",22165060,80922911,"Weight in kilograms",80922911,32578.3703675495,3420728.88859269
"777","2021-01-01","1004.90.90 - Oat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",17832872,56819556,"Weight in kilograms",56819556,22874.7151654952,2401845.09237699
"825","2020-01-01","1004.90.90 - Oat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",28506293,94009535,"Weight in kilograms",94009535,37846.8521641677,3973919.47723761
"845","2019-01-01","1004.90.90 - Oat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",24073067,79389045,"Weight in kilograms",79389045,31960.8585402476,3355890.146726
"846","2016-01-01","1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)","Quebec","The world","N/A",24500044,87403596,"Weight in kilograms",87403596,35187.3985593976,3694676.84873675
"2","2017-01-01","1003.90.90 - Barley, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",14578693,52831,"Weight in metric tonne",52831000,17195.0193963811,1375601.55171049
"4","2018-01-01","1003.90.90 - Barley, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",14017458,46055,"Weight in metric tonne",46055000,14989.6200772337,1199169.60617869
"49","2019-01-01","1003.90.90 - Barley, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",14561698,45557,"Weight in metric tonne",45557000,14827.5349442739,1186202.79554191
"82","2020-01-01","1003.90.90 - Barley, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",14920949,52373,"Weight in metric tonne",52373000,17045.9531496028,1363676.25196823
"84","2021-01-01","1003.90.90 - Barley, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",14766363,45455,"Weight in metric tonne",45455000,14794.336784511,1183546.94276088
"4524","2014-01-01","1001.99.00 - Wheat and meslin, other than durum wheat, other than seed for sowing (Terminated 2014-12)","Quebec","The world","N/A",34141863,109978,"Weight in metric tonne",109978000,NA,NA
"4592","2018-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",5573052,20058,"Weight in metric tonne",20058000,NA,NA
"4763","2019-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",6932396,24404,"Weight in metric tonne",24404000,NA,NA
"4806","2015-01-01","1001.99.90 - Wheat, nes and meslin, other than seed for sowing","Quebec","The world","N/A",5135688,17990,"Weight in metric tonne",17990000,NA,NA
"4807","2017-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",6439808,26514,"Weight in metric tonne",26514000,NA,NA
"4867","2020-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",9424931,31250,"Weight in metric tonne",31250000,NA,NA
"4908","2016-01-01","1001.99.90 - Wheat, nes and meslin, other than seed for sowing","Quebec","The world","N/A",4544438,17965,"Weight in metric tonne",17965000,NA,NA
"4909","2021-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",5728869,16663,"Weight in metric tonne",16663000,NA,NA
"45921","2018-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",5573052,20058,"Weight in metric tonne",20058000,6582.57645639679,526606.116511744
"47631","2019-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",6932396,24404,"Weight in metric tonne",24404000,8008.83417299369,640706.733839495
"48071","2017-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",6439808,26514,"Weight in metric tonne",26514000,8701.28787341233,696103.029872987
"48671","2020-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",9424931,31250,"Weight in metric tonne",31250000,10255.5346625985,820442.773007876
"49091","2021-01-01","1001.99.90 - Wheat, nes and meslin, o/t certified organic, o/t seed for sowing, nes","Quebec","The world","N/A",5728869,16663,"Weight in metric tonne",16663000,5468.4151706521,437473.213652168
"3181","2011-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",19078979,44073,"Weight in metric tonne",44073000,1426.78893372131,214018.340058196
"3182","2018-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",31455817,44268,"Weight in metric tonne",44268000,1397.19724794915,209579.587192373
"3183","2020-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",45986052,56846,"Weight in metric tonne",56846000,1708.57490487872,256286.235731807
"3202","2019-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",33705642,41023,"Weight in metric tonne",41023000,1234.67887828676,185201.831743014
"3203","2012-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",10946168,30758,"Weight in metric tonne",30758000,1023.54382064869,153531.573097303
"3253","2015-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",19255073,38721,"Weight in metric tonne",38721000,1133.29156182762,169993.734274144
"3290","2014-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",16869275,35776,"Weight in metric tonne",35776000,1140.18899461849,171028.349192773
"3292","2017-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",32269034,48937,"Weight in metric tonne",48937000,1441.3842366048,216207.635490721
"3312","2016-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",30638341,52733,"Weight in metric tonne",52733000,1577.96209065368,236694.313598052
"3336","2013-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",15375645,33780,"Weight in metric tonne",33780000,1096.79156466218,164518.734699327
"3361","2021-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",34847739,46120,"Weight in metric tonne",46120000,1632.64935586915,244897.403380373
"3396","1994-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",3659751,10116,"Weight in metric tonne",10116000,438.799035270044,65819.8552905066
"3451","1997-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",7700835,22599,"Weight in metric tonne",22599000,917.959711395335,137693.9567093
"3452","2008-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",21260340,42770,"Weight in metric tonne",42770000,1439.56798931517,215935.198397275
"3453","2009-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",14097786,28043,"Weight in metric tonne",28043000,939.935052763701,140990.257914555
"3505","1992-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",1465813,7336,"Weight in metric tonne",7336000,282.623162677404,42393.4744016106
"3506","2001-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",21432847,49045,"Weight in metric tonne",49045000,1882.08371344267,282312.557016401
"3562","2005-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",12062324,29975,"Weight in metric tonne",29975000,1162.93108172878,174439.662259317
"3612","1988-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",775155,4752,"Weight in metric tonne",4752000,168.220939702737,25233.1409554105
"3613","1998-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",11194085,31269,"Weight in metric tonne",31269000,1190.09650760865,178514.476141297
"3614","1999-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",11078261,25692,"Weight in metric tonne",25692000,971.96328879223,145794.493318835
"3615","2006-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",10637159,23279,"Weight in metric tonne",23279000,791.99701573592,118799.552360388
"3655","2002-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",22166364,39946,"Weight in metric tonne",39946000,1675.05181983476,251257.772975213
"3656","2003-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",12832920,30022,"Weight in metric tonne",30022000,1113.79345352312,167069.018028468
"3657","2007-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",9904367,26978,"Weight in metric tonne",26978000,834.169777819804,125125.466672971
"3713","1991-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",4444193,20836,"Weight in metric tonne",20836000,999.684742344437,149952.711351666
"3714","2010-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",11867191,28806,"Weight in metric tonne",28806000,944.332417022296,141649.862553344
"3764","1989-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",634203,3218,"Weight in metric tonne",3218000,113.917294605094,17087.5941907641
"3765","1990-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",3774986,18397,"Weight in metric tonne",18397000,837.984291150213,125697.643672532
"3766","1993-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",4993798,19875,"Weight in metric tonne",19875000,855.380609297304,128307.091394596
"3767","1995-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",4080729,11218,"Weight in metric tonne",11218000,472.876767422444,70931.5151133666
"3768","1996-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",7002004,22638,"Weight in metric tonne",22638000,880.215936729229,132032.390509384
"3769","2000-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",8941217,19957,"Weight in metric tonne",19957000,752.096594090419,112814.489113563
"3770","2004-01-01","0701.90.00 - Potatoes, fresh or chilled nes","Quebec","The world","N/A",9206510,25506,"Weight in metric tonne",25506000,847.172894520891,127075.934178134
"4519","2016-01-01","1001.99.30 - Western red winter wheat, other than seed for sowing (Terminated 2016-12)","Quebec","The world","N/A",461629,1755,"Weight in metric tonne",1755000,NA,NA
"4591","2020-01-01","1001.99.70 - Western red winter wheat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",141893,442,"Weight in metric tonne",442000,NA,NA
"4762","2017-01-01","1001.99.70 - Western red winter wheat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",599408,2148,"Weight in metric tonne",2148000,NA,NA
"4805","2018-01-01","1001.99.70 - Western red winter wheat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",585666,1835,"Weight in metric tonne",1835000,NA,NA
"4866","2019-01-01","1001.99.70 - Western red winter wheat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",211613,675,"Weight in metric tonne",675000,NA,NA
"4906","2015-01-01","1001.99.30 - Western red winter wheat, other than seed for sowing (Terminated 2016-12)","Quebec","The world","N/A",656757,2482,"Weight in metric tonne",2482000,NA,NA
"4907","2021-01-01","1001.99.70 - Western red winter wheat, o/t certified organic, o/t seed for sowing","Quebec","The world","N/A",482340,1273,"Weight in metric tonne",1273000,NA,NA
"4520","2018-01-01","1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing","Quebec","The world","N/A",15008410,44664,"Weight in metric tonne",44664000,14713.0341880342,1544868.58974359
"4587","2018-01-01","1001.99.32 - Red spring wheat, o/t certified organic, grade 2, o/t seed for sowing","Quebec","The world","N/A",39871800,125383,"Weight in metric tonne",125383000,41303.1606125356,4336831.86431624
"4715","2018-01-01","1001.99.33 - Red spring wheat, o/t certified organic, grade 3, o/t seed for sowing","Quebec","The world","N/A",127736,362,"Weight in metric tonne",362000,119.248575498575,12521.1004273504
"4804","2018-01-01","1001.99.39 - Red spring wheat, o/t certified organic, nes, o/t seed for sowing","Quebec","The world","N/A",466236,1160,"Weight in metric tonne",1160000,382.122507122507,40122.8632478632
"4521","2021-01-01","1001.99.32 - Red spring wheat, o/t certified organic, grade 2, o/t seed for sowing","Quebec","The world","N/A",37088840,102348,"Weight in metric tonne",102348000,33715.0641025641,3540081.73076923
"4523","2021-01-01","1001.99.39 - Red spring wheat, o/t certified organic, nes, o/t seed for sowing","Quebec","The world","N/A",989459,2747,"Weight in metric tonne",2747000,904.905626780627,95015.0908119658
"4863","2021-01-01","1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing","Quebec","The world","N/A",9343834,24153,"Weight in metric tonne",24153000,7956.38354700855,835420.272435897
"4865","2021-01-01","1001.99.33 - Red spring wheat, o/t certified organic, grade 3, o/t seed for sowing","Quebec","The world","N/A",13358,31,"Weight in metric tonne",31000,10.2118945868946,1072.24893162393
"4522","2020-01-01","1001.99.39 - Red spring wheat, o/t certified organic, nes, o/t seed for sowing","Quebec","The world","N/A",536735,1515,"Weight in metric tonne",1515000,499.065170940171,52401.8429487179
"4713","2020-01-01","1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing","Quebec","The world","N/A",11066504,32081,"Weight in metric tonne",32081000,10567.9932336182,1109639.28952991
"4761","2020-01-01","1001.99.32 - Red spring wheat, o/t certified organic, grade 2, o/t seed for sowing","Quebec","The world","N/A",44082162,142573,"Weight in metric tonne",142573000,46965.8208689459,4931411.19123932
"4864","2020-01-01","1001.99.33 - Red spring wheat, o/t certified organic, grade 3, o/t seed for sowing","Quebec","The world","N/A",579443,1932,"Weight in metric tonne",1932000,636.431623931624,66825.3205128205
"4581","2015-01-01","1001.99.12 - Red spring wheat, grade 2, other than seed for sowing (Terminated 2016-12)","Quebec","The world","N/A",26493745,84812,"Weight in metric tonne",84812000,27938.4259259259,2933534.72222222
"4904","2015-01-01","1001.99.19 - Red spring wheat, nes, other than seed for sowing (Terminated 2016-12)","Quebec","The world","N/A",166864,469,"Weight in metric tonne",469000,154.496082621083,16222.0886752137
"4582","2016-01-01","1001.99.12 - Red spring wheat, grade 2, other than seed for sowing (Terminated 2016-12)","Quebec","The world","N/A",33651611,116242,"Weight in metric tonne",116242000,38291.9693732194,4020656.78418803
"4861","2016-01-01","1001.99.19 - Red spring wheat, nes, other than seed for sowing (Terminated 2016-12)","Quebec","The world","N/A",329902,1007,"Weight in metric tonne",1007000,331.721866096866,34830.7959401709
"4585","2017-01-01","1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing","Quebec","The world","N/A",11165561,32865,"Weight in metric tonne",32865000,10826.2553418803,1136756.81089744
"4588","2017-01-01","1001.99.33 - Red spring wheat, o/t certified organic, grade 3, o/t seed for sowing","Quebec","The world","N/A",195288,651,"Weight in metric tonne",651000,214.449786324786,22517.2275641026
"4589","2017-01-01","1001.99.39 - Red spring wheat, o/t certified organic, nes, o/t seed for sowing","Quebec","The world","N/A",328701,953,"Weight in metric tonne",953000,313.933404558405,32963.0074786325
"4714","2017-01-01","1001.99.32 - Red spring wheat, o/t certified organic, grade 2, o/t seed for sowing","Quebec","The world","N/A",40384601,124481,"Weight in metric tonne",124481000,41006.0274216524,4305632.8792735
"4586","2019-01-01","1001.99.31 - Red spring wheat, o/t certified organic, grade 1, o/t seed for sowing","Quebec","The world","N/A",9715112,29643,"Weight in metric tonne",29643000,9764.87713675214,1025312.09935897
"4590","2019-01-01","1001.99.39 - Red spring wheat, o/t certified organic, nes, o/t seed for sowing","Quebec","The world","N/A",800318,2458,"Weight in metric tonne",2458000,809.704415954416,85018.9636752137
"4654","2019-01-01","1001.99.33 - Red spring wheat, o/t certified organic, grade 3, o/t seed for sowing","Quebec","The world","N/A",619997,1957,"Weight in metric tonne",1957000,644.667022792023,67690.0373931624
